date,time,lat,lon,depth,ML,nstn,dmin,gap,trms,ERH,ERZ,fixed,nph,quality
2021-07-07,12:17:21.11,23.8935,121.5457,7.90,1.84,12,5.80,99,0.27,0.40,0.40,F,18,B
2021-07-07,12:17:31.59,23.9035,121.5688,7.04,2.35,43,3.40,107,0.36,0.20,0.20,F,72,C
2021-07-07,12:17:57.25,23.8955,121.5695,9.94,1.61,9,3.40,116,0.26,0.40,0.50,F,14,B
2021-07-07,12:22:00.39,23.9130,121.5828,7.83,2.95,45,2.20,93,0.32,0.20,0.20,F,53,C
2021-07-07,12:22:03.87,23.9238,121.5868,5.96,2.90,47,2.70,64,0.42,0.30,0.30,F,73,B
2021-07-07,12:22:48.29,23.8988,121.5757,9.03,3.03,59,2.70,108,0.39,0.20,0.20,F,100,C
2021-07-07,12:23:41.73,23.8972,121.5640,8.42,1.55,19,3.90,108,0.29,0.40,0.50,F,35,B
2021-07-07,12:25:19.27,23.9172,121.5857,7.61,2.28,39,2.20,109,0.39,0.30,0.20,F,58,C
2021-07-07,12:25:58.98,23.9093,121.5813,7.14,2.17,24,2.20,89,0.35,0.40,0.30,F,37,B
2021-07-07,12:26:20.21,23.9090,121.5835,6.58,3.41,99,2.00,47,0.33,0.10,0.10,F,194,B
2021-07-07,12:27:27.32,23.8965,121.5625,10.35,2.64,55,4.10,109,0.36,0.20,0.20,F,99,C
2021-07-07,12:27:56.90,23.8942,121.5445,12.77,1.38,6,5.90,99,0.17,0.50,0.40,F,11,B
2021-07-07,12:43:54.79,23.9075,121.5843,6.93,3.38,99,1.80,54,0.38,0.10,0.10,F,251,B
2021-07-07,12:53:03.72,23.9160,121.5802,6.37,3.54,99,2.60,40,0.37,0.10,0.10,F,205,B
2021-07-07,12:53:44.10,23.9052,121.5712,4.80,2.19,9,3.10,92,0.27,0.40,0.50,F,17,B
2021-07-07,12:54:19.19,23.9090,121.5728,5.52,1.45,8,3.00,85,0.24,0.50,0.50,F,13,B
2021-07-07,13:00:58.65,23.9060,121.5720,6.98,3.20,99,3.10,60,0.32,0.10,0.10,F,204,B
2021-07-07,13:01:33.87,23.9040,121.5713,9.09,2.82,42,3.10,100,0.35,0.20,0.20,F,75,C
2021-07-07,13:09:49.06,23.8987,121.5583,9.05,2.37,59,4.50,102,0.34,0.20,0.20,F,113,C
2021-07-07,13:31:03.91,23.9003,121.5722,7.79,2.33,61,3.10,100,0.35,0.20,0.20,F,114,C
2021-07-07,13:38:27.77,23.8877,121.5740,9.10,4.68,99,3.40,35,0.42,0.10,0.10,F,272,B
2021-07-07,13:42:48.44,23.8887,121.5670,7.27,2.54,58,3.90,124,0.37,0.20,0.20,F,107,C
2021-07-07,13:50:45.19,23.9027,121.5780,9.17,2.59,39,2.40,106,0.38,0.20,0.20,F,76,C
2021-07-07,14:28:23.98,23.8982,121.5810,9.87,2.58,35,2.20,118,0.35,0.30,0.30,F,70,C
2021-07-07,14:35:07.53,23.9160,121.5905,6.74,3.43,99,1.80,38,0.33,0.10,0.10,F,188,B
2021-07-07,14:35:51.16,23.9047,121.5825,7.23,1.77,6,2.00,141,0.18,0.40,0.40,F,11,C
2021-07-07,14:36:24.10,23.9065,121.5818,6.88,1.93,16,2.10,104,0.27,0.30,0.20,F,29,B
2021-07-07,14:37:01.12,23.9118,121.5625,8.14,1.60,11,4.10,90,0.25,0.40,0.60,F,18,B
2021-07-07,14:42:13.18,23.9170,121.5815,5.72,2.74,39,2.60,66,0.33,0.20,0.20,F,78,B
2021-07-07,14:44:07.50,23.9152,121.5812,7.41,2.36,27,2.50,94,0.31,0.30,0.30,F,53,C
2021-07-07,14:44:20.54,23.9138,121.5792,5.32,3.06,47,2.60,87,0.35,0.20,0.20,F,94,B
2021-07-07,14:59:15.83,23.9017,121.5827,7.73,2.06,36,2.00,109,0.39,0.30,0.30,F,54,C
2021-07-07,14:59:59.23,23.9127,121.5767,7.00,2.16,31,2.80,82,0.40,0.30,0.20,F,52,B
2021-07-07,15:37:39.91,23.9107,121.5757,7.31,2.51,71,2.80,82,0.40,0.20,0.20,F,142,B
2021-07-07,15:39:05.09,23.8815,121.5520,7.25,2.75,70,5.70,116,0.39,0.20,0.20,F,121,C
2021-07-07,15:39:40.30,23.8978,121.5627,9.24,2.22,26,4.00,105,0.39,0.40,0.50,F,44,C
2021-07-07,16:12:45.57,23.9298,121.5900,5.20,2.02,39,3.20,124,0.37,0.30,0.20,F,61,C
2021-07-07,16:57:09.03,23.8837,121.5582,7.90,2.32,47,5.00,122,0.34,0.30,0.20,F,74,C
2021-07-07,17:14:12.78,23.9052,121.5800,10.08,2.19,33,2.30,98,0.35,0.30,0.30,F,55,C
2021-07-07,17:54:48.62,23.8750,121.5502,7.16,2.75,99,6.10,64,0.35,0.10,0.10,F,190,B
2021-07-07,18:50:59.19,23.9185,121.5862,5.41,3.39,99,2.30,36,0.37,0.10,0.10,F,210,B
2021-07-07,18:51:46.27,23.7823,121.7113,45.39,2.58,26,15.10,188,0.24,0.50,0.40,F,50,C
2021-07-07,18:52:00.93,23.8822,121.5727,5.21,1.98,5,3.80,266,0.34,0.40,0.40,F,9,D
2021-07-07,18:52:26.75,23.9308,121.5820,7.46,1.80,9,3.60,112,0.42,1.20,1.70,F,16,B
2021-07-07,18:52:38.91,23.9268,121.5783,9.71,1.79,10,3.50,108,0.26,0.40,0.50,F,19,B
2021-07-07,18:53:32.93,23.9225,121.5858,5.09,2.70,99,2.70,50,0.42,0.20,0.10,F,194,B
2021-07-07,19:00:52.35,23.8990,121.5762,9.27,2.25,71,2.70,77,0.37,0.20,0.20,F,133,B
2021-07-07,19:13:33.64,23.9300,121.5905,6.22,2.25,30,3.10,131,0.37,0.30,0.40,F,60,C
2021-07-07,21:04:04.71,23.9015,121.5675,10.23,2.46,20,3.50,102,0.40,0.30,0.40,F,34,C
2021-07-07,21:04:11.20,23.9133,121.5812,9.93,2.52,25,2.40,74,0.31,0.20,0.30,F,35,B
2021-07-07,21:31:14.33,24.1035,121.6853,8.76,3.81,99,8.60,42,0.35,0.20,0.10,F,221,B
2021-07-07,21:32:03.85,24.0958,121.6843,9.38,2.81,35,8.20,198,0.34,0.50,0.30,F,62,D
2021-07-07,21:35:13.92,24.1085,121.6752,7.59,2.80,35,7.60,119,0.31,0.30,0.30,F,70,C
2021-07-07,21:35:53.47,24.1082,121.6795,8.54,3.12,35,8.00,130,0.39,0.40,0.40,F,69,C
2021-07-07,22:11:55.57,23.8923,121.5672,8.24,5.51,99,3.80,31,0.46,0.20,0.10,F,266,B
2021-07-07,22:13:34.12,23.8938,121.5705,9.14,3.49,16,3.40,121,0.27,0.30,0.40,F,28,B
2021-07-07,22:16:19.77,23.8717,121.5573,5.05,2.55,30,5.80,117,0.32,0.20,0.20,F,57,C
2021-07-07,22:18:52.41,23.8722,121.5597,4.81,2.20,24,5.50,128,0.41,0.20,0.30,F,46,C
2021-07-07,22:19:09.62,23.8973,121.5632,8.80,2.18,27,4.00,108,0.39,0.30,0.30,F,46,C
2021-07-07,22:29:25.11,23.8882,121.5407,9.21,1.67,28,6.50,93,0.35,0.60,0.70,F,52,B
2021-07-07,22:30:17.60,23.8953,121.5663,8.82,2.64,65,3.70,114,0.31,0.20,0.20,F,114,C
2021-07-07,22:30:40.17,23.8870,121.5320,7.97,1.66,16,7.40,88,0.29,0.60,0.50,F,29,A
2021-07-07,22:31:08.94,23.8985,121.5658,10.39,3.47,99,3.70,40,0.38,0.10,0.10,F,199,B
2021-07-07,22:33:20.14,23.8813,121.5673,10.43,1.57,9,4.30,136,0.25,0.40,0.40,F,18,C
2021-07-07,22:35:05.07,23.8685,121.5528,9.67,1.34,10,6.30,129,0.25,0.40,0.50,F,20,B
2021-07-07,22:40:46.27,23.8778,121.5523,8.54,2.10,31,5.80,121,0.36,0.30,0.30,F,54,C
2021-07-07,23:31:02.91,23.8918,121.5555,8.39,4.12,99,4.90,26,0.33,0.10,0.10,F,250,B
2021-07-07,23:43:08.00,23.9002,121.5553,12.48,1.20,16,4.80,91,0.40,1.10,0.80,F,26,B
2021-07-08,00:42:52.44,24.1062,121.6862,7.70,2.69,51,8.60,102,0.38,0.30,0.20,F,93,C
2021-07-08,01:31:53.49,23.9053,121.5797,5.19,2.40,42,2.30,87,0.39,0.20,0.20,F,72,B
2021-07-08,01:33:28.40,23.9103,121.5843,5.26,3.06,99,1.90,57,0.41,0.20,0.10,F,188,B
2021-07-08,03:08:38.26,23.7678,121.4598,7.39,1.46,13,5.30,70,0.21,0.40,0.40,F,22,A
2021-07-08,04:51:49.20,23.8622,121.5525,5.61,2.36,65,6.80,90,0.38,0.20,0.20,F,129,C
2021-07-08,04:52:23.46,23.8267,121.5448,8.73,1.34,14,4.70,89,0.25,0.60,0.40,F,27,A
2021-07-08,05:05:21.31,23.8455,121.5490,12.76,1.74,16,6.60,127,0.29,0.60,0.40,F,32,B
2021-07-08,05:12:22.00,23.8638,121.5463,5.60,2.05,40,7.20,120,0.35,0.20,0.20,F,63,C
2021-07-08,05:41:47.65,23.9815,121.5958,39.68,1.88,21,1.90,103,0.53,1.80,1.90,F,34,B
2021-07-08,06:41:47.31,23.8698,121.5615,9.43,1.63,13,5.60,136,0.21,0.20,0.30,F,17,C
2021-07-08,08:03:43.76,23.9152,121.5788,5.79,2.49,45,2.70,72,0.44,0.20,0.20,F,78,B
2021-07-08,08:17:39.31,23.9408,121.6258,39.13,2.76,71,4.00,59,0.30,0.30,0.30,F,127,B
2021-07-08,09:25:47.98,23.8943,121.5327,9.87,1.32,15,7.10,83,0.27,0.60,0.80,F,28,A
2021-07-08,12:18:55.28,24.1115,121.6250,8.84,2.07,35,3.90,154,0.34,0.50,0.40,F,68,C
2021-07-08,12:19:28.26,23.8878,121.4405,16.45,2.42,37,8.40,47,0.28,0.20,0.30,F,74,B
2021-07-08,13:35:54.34,23.7890,121.5193,5.02,1.48,14,4.40,70,0.27,0.50,0.80,F,28,A
2021-07-08,13:41:32.43,23.8777,121.5702,10.67,2.50,30,4.30,145,0.29,0.20,0.30,F,59,C
2021-07-08,14:49:15.22,23.8652,121.5445,7.31,2.14,43,7.20,121,0.30,0.20,0.20,F,75,B
2021-07-08,14:49:33.27,23.8667,121.5497,9.49,2.35,37,6.70,127,0.35,0.20,0.30,F,67,C
2021-07-08,15:33:51.77,23.8653,121.5433,7.57,2.30,9,7.30,120,0.22,0.30,0.40,F,15,B
2021-07-08,15:34:09.53,23.8775,121.5512,7.97,1.87,39,5.90,120,0.35,0.20,0.20,F,70,C
2021-07-08,17:17:43.19,23.9003,121.5743,8.78,2.33,75,2.80,95,0.33,0.20,0.20,F,143,C
2021-07-08,22:54:49.82,24.0088,121.6617,47.94,2.56,53,6.20,100,0.35,0.40,0.50,F,102,C
2021-07-08,22:56:03.28,23.9205,121.5770,10.24,2.14,32,3.20,100,0.30,0.20,0.20,F,60,B
2021-07-09,00:36:24.61,23.8922,121.4388,25.47,2.30,38,8.90,43,0.20,0.20,0.30,F,73,B
2021-07-09,01:22:25.67,23.8913,121.5615,8.60,2.28,37,4.30,114,0.33,0.20,0.30,F,65,C
2021-07-09,08:20:27.26,23.9230,121.5718,11.44,2.41,32,3.70,88,0.34,0.50,0.30,F,64,A
2021-07-09,13:25:39.41,23.8362,121.5782,6.44,2.30,65,5.60,94,0.33,0.20,0.20,F,129,C
2021-07-09,16:50:11.23,24.0210,121.6855,49.02,2.02,37,10.60,104,0.36,0.50,0.60,F,74,C
2021-07-09,20:28:55.11,23.9088,121.5792,10.02,2.30,40,2.40,87,0.31,0.20,0.20,F,75,B
2021-07-09,20:29:58.19,23.9073,121.5818,10.72,1.03,7,2.10,101,0.15,0.30,0.30,F,14,B
2021-07-09,20:55:07.22,23.7352,121.3963,20.10,2.51,99,2.20,36,0.30,0.20,0.10,F,187,B
2021-07-09,22:10:25.60,23.9298,121.5815,6.67,2.70,97,3.60,38,0.39,0.10,0.20,F,174,B
2021-07-10,00:16:50.04,23.9118,121.5945,9.56,3.05,37,1.20,117,0.36,0.30,0.30,F,74,C
2021-07-10,00:28:57.98,23.8958,121.5752,12.66,1.66,16,2.90,113,0.37,0.90,0.50,F,31,B
2021-07-10,03:03:54.07,23.9203,121.5750,5.90,2.90,99,3.30,44,0.32,0.20,0.20,F,149,B
2021-07-10,04:55:12.27,23.8562,121.5760,6.40,2.23,53,5.90,91,0.39,0.20,0.20,F,106,C
2021-07-10,09:16:10.04,24.1008,121.6792,10.57,2.02,37,7.90,193,0.35,0.40,0.20,F,72,D
2021-07-10,09:41:53.04,23.9158,121.5790,7.17,2.82,99,2.70,63,0.37,0.10,0.20,F,188,B
2021-07-10,14:04:33.99,23.9142,121.5868,5.91,2.60,94,1.90,52,0.41,0.10,0.10,F,179,B
2021-07-10,21:25:21.09,23.7945,121.4367,12.42,2.67,68,2.00,45,0.32,0.20,0.20,F,121,B
2021-07-10,22:28:35.56,23.9070,121.5637,8.79,1.14,16,3.90,92,0.30,0.40,0.40,F,30,B
2021-07-11,00:15:48.02,24.2007,121.7063,12.55,1.55,16,9.70,140,0.39,1.20,0.80,F,31,C
2021-07-11,00:47:22.70,23.7808,121.5808,5.62,1.70,34,2.00,181,0.36,0.30,0.30,F,67,D
2021-07-11,01:38:47.29,24.1065,121.6810,8.27,2.61,35,8.20,177,0.39,0.40,0.30,F,70,C
2021-07-11,01:39:07.99,24.1035,121.6800,9.02,2.75,48,8.00,181,0.36,0.30,0.20,F,96,D
2021-07-11,01:39:22.30,24.0902,121.6812,7.93,1.84,4,7.80,280,0.26,1.00,0.80,F,8,C
2021-07-11,01:39:31.86,24.0797,121.6862,8.17,1.40,4,8.30,279,0.23,1.00,0.80,F,8,C
2021-07-11,01:39:41.78,24.0845,121.6827,8.31,1.52,4,7.90,278,0.27,1.20,1.10,F,8,C
2021-07-11,01:40:10.89,24.0808,121.6827,8.69,1.44,5,7.90,277,0.34,1.00,0.90,F,10,D
2021-07-11,01:40:38.61,24.0943,121.6595,10.47,1.60,5,5.80,254,0.26,1.20,0.70,F,10,C
2021-07-11,01:45:22.76,24.1027,121.6767,10.37,2.38,71,7.70,46,0.36,0.30,0.20,F,132,B
2021-07-11,01:45:35.01,24.1120,121.6103,9.35,1.61,8,3.40,164,0.20,1.30,0.80,F,13,C
2021-07-11,01:46:49.60,24.1022,121.6480,11.46,1.62,31,5.00,176,0.37,0.80,0.50,F,54,C
2021-07-11,04:03:26.19,23.9108,121.4500,14.60,2.41,5,7.50,146,0.12,0.50,0.50,F,10,B
2021-07-11,18:14:03.04,24.2888,121.6083,23.22,2.72,33,9.90,103,0.27,0.30,0.40,F,66,B
2021-07-11,19:18:27.42,23.8650,121.5788,7.04,3.97,99,4.90,42,0.41,0.10,0.10,F,250,B
2021-07-11,22:32:28.15,23.8205,121.4480,24.33,2.58,60,1.20,35,0.35,0.30,0.30,F,102,B
2021-07-12,07:13:13.67,23.8460,121.3840,16.25,1.15,8,7.00,128,0.14,0.30,0.30,F,16,B
2021-07-12,08:30:04.03,24.0230,121.6083,32.41,3.53,99,5.30,49,0.34,0.30,0.20,F,172,B
2021-07-12,08:31:29.53,24.0188,121.6037,30.04,2.36,35,4.90,166,0.33,0.50,0.50,F,63,C
2021-07-12,10:48:08.88,23.8473,121.4173,18.45,1.63,12,4.60,63,0.40,1.30,1.40,F,19,A
2021-07-12,20:14:35.74,23.8873,121.5675,9.70,1.77,17,3.90,125,0.44,0.50,0.60,F,29,C
2021-07-12,22:20:56.62,23.9415,121.6028,8.03,2.39,51,3.90,89,0.41,0.30,0.30,F,90,B
2021-07-12,23:41:16.14,23.9392,121.6020,7.88,3.53,95,3.90,65,0.36,0.10,0.10,F,146,B
2021-07-12,23:41:35.11,23.9380,121.6007,8.66,3.56,30,3.80,163,0.35,0.30,0.20,F,52,C
2021-07-12,23:56:50.41,23.9462,121.6008,8.54,2.82,76,3.50,65,0.34,0.10,0.10,F,133,B
2021-07-13,01:22:54.32,23.8842,121.4323,18.20,1.60,19,8.10,53,0.26,0.40,0.40,F,35,B
2021-07-13,01:24:55.17,23.9485,121.5940,8.09,2.47,41,3.60,139,0.34,0.20,0.20,F,77,C
2021-07-13,02:17:21.83,23.9425,121.5920,8.29,2.70,64,4.20,76,0.35,0.20,0.20,F,105,B
2021-07-13,02:43:10.22,23.8167,121.6110,39.65,2.35,61,5.90,76,0.33,0.30,0.20,F,110,B
2021-07-13,04:51:40.63,23.8912,121.5218,11.10,2.53,74,8.30,73,0.31,0.20,0.20,F,138,B
2021-07-13,05:33:30.45,23.9393,121.5898,7.91,2.59,71,4.10,72,0.33,0.10,0.10,F,132,B
2021-07-13,15:11:05.57,23.9113,121.5725,5.53,2.36,52,3.10,76,0.37,0.20,0.20,F,75,B
2021-07-13,18:21:53.44,23.5510,121.5313,22.63,1.69,26,12.70,179,0.34,0.40,0.40,F,45,C
2021-07-13,21:26:29.68,23.9405,121.5940,8.25,2.49,70,4.20,78,0.38,0.20,0.20,F,126,B
2021-07-13,21:27:51.60,23.9347,121.6002,8.86,2.33,69,3.40,85,0.35,0.20,0.20,F,129,B
2021-07-13,21:32:49.69,23.9387,121.5927,8.21,2.21,43,4.00,141,0.36,0.20,0.20,F,79,C
2021-07-13,21:33:39.60,23.9325,121.5880,8.04,1.50,17,3.50,129,0.32,0.30,0.30,F,32,C
2021-07-13,22:52:05.27,23.9350,121.5997,8.66,5.43,99,3.50,47,0.33,0.10,0.10,F,288,B
2021-07-13,22:53:08.02,23.9437,121.5857,8.28,4.65,83,4.50,123,0.39,0.20,0.20,F,139,C
2021-07-13,22:53:36.93,23.9175,121.6232,6.99,3.79,12,2.60,196,0.26,0.40,0.30,F,23,C
2021-07-13,22:53:49.52,23.9308,121.6240,7.79,4.33,99,3.70,87,0.31,0.10,0.10,F,157,B
2021-07-13,22:54:39.89,23.9377,121.5813,8.07,3.72,87,4.30,115,0.33,0.10,0.10,F,143,C
2021-07-13,22:55:54.21,23.9315,121.5710,8.78,3.15,55,4.40,95,0.35,0.20,0.20,F,95,C
2021-07-13,22:56:40.12,23.9430,121.5653,9.41,2.63,28,5.70,85,0.34,0.60,0.70,F,46,A
2021-07-13,22:57:03.46,23.9130,121.5865,9.02,3.49,98,1.90,57,0.35,0.10,0.20,F,156,B
2021-07-13,22:58:15.99,23.9187,121.5850,9.54,2.18,20,2.40,109,0.28,0.70,0.60,F,32,B
2021-07-13,22:58:58.73,23.9242,121.5733,8.82,2.90,50,3.70,95,0.32,0.30,0.20,F,68,C
2021-07-13,22:59:09.46,23.9272,121.5757,9.19,3.05,33,3.70,97,0.34,0.60,0.60,F,49,B
2021-07-13,22:59:24.54,23.9263,121.6328,7.05,5.08,99,4.00,45,0.42,0.10,0.10,F,261,B
2021-07-13,23:00:35.46,23.9593,121.5708,9.25,3.38,33,4.70,84,0.33,0.60,0.80,F,46,A
2021-07-13,23:00:43.76,23.9470,121.5557,9.50,3.02,10,6.70,73,0.31,1.00,1.10,F,14,A
2021-07-13,23:01:02.31,23.9618,121.5907,10.32,2.83,18,2.80,112,0.30,0.80,0.80,F,26,B
2021-07-13,23:01:34.73,23.9310,121.5685,8.74,2.61,17,4.60,92,0.26,0.50,0.50,F,23,B
2021-07-13,23:01:59.85,23.9187,121.5780,7.86,3.20,59,3.00,97,0.31,0.20,0.20,F,93,C
2021-07-13,23:02:22.08,23.8965,121.5522,6.08,1.97,6,5.10,139,0.19,0.70,1.70,F,9,C
2021-07-13,23:02:40.91,23.9357,121.5837,8.21,4.12,99,4.00,62,0.35,0.10,0.10,F,214,B
2021-07-13,23:03:01.60,23.9338,121.5757,9.04,3.68,24,4.30,104,0.37,0.30,0.30,F,48,C
2021-07-13,23:03:11.38,23.9082,121.5985,10.25,3.52,6,0.60,136,0.09,0.20,0.20,F,12,B
2021-07-13,23:03:58.05,23.9372,121.5778,9.53,3.21,57,4.50,109,0.35,0.20,0.20,F,103,C
2021-07-13,23:04:17.52,23.9067,121.5943,10.37,2.37,5,0.90,134,0.19,0.80,0.50,F,8,B
2021-07-13,23:05:42.77,23.9248,121.6262,6.92,3.48,99,3.40,114,0.35,0.20,0.10,F,173,C
2021-07-13,23:06:11.59,23.9232,121.5623,11.02,2.30,3,4.60,175,0.22,0.40,0.30,F,6,C
2021-07-13,23:06:58.35,23.9128,121.5835,8.97,4.11,99,2.10,49,0.37,0.10,0.10,F,228,B
2021-07-13,23:07:13.80,23.9283,121.5717,8.77,3.39,8,4.10,95,0.23,0.40,0.40,F,16,B
2021-07-13,23:08:05.82,23.9495,121.5938,10.23,2.41,19,3.50,140,0.38,0.50,0.40,F,37,C
2021-07-13,23:09:17.57,23.9178,121.5858,8.91,2.37,25,2.30,114,0.34,0.30,0.30,F,45,C
2021-07-13,23:09:36.81,23.9082,121.5818,5.98,2.80,78,2.10,82,0.34,0.10,0.10,F,133,B
2021-07-13,23:12:06.03,23.9215,121.6395,7.40,3.25,71,4.30,113,0.32,0.20,0.20,F,126,C
2021-07-13,23:12:24.69,23.9437,121.5772,9.54,2.40,4,5.10,224,0.20,1.30,1.20,F,7,D
2021-07-13,23:13:21.39,23.8992,121.5612,9.92,1.97,9,4.20,138,0.36,1.20,1.60,F,16,C
2021-07-13,23:14:05.83,23.9327,121.5765,9.66,2.21,34,4.10,107,0.35,0.20,0.20,F,66,C
2021-07-13,23:14:30.03,23.9537,121.6082,7.98,4.64,99,2.40,47,0.38,0.10,0.10,F,263,B
2021-07-13,23:14:45.15,23.9547,121.6158,9.35,4.06,10,2.30,181,0.25,0.30,0.40,F,19,C
2021-07-13,23:15:00.12,23.9455,121.6167,8.93,3.48,5,3.30,203,0.12,0.40,0.40,F,10,C
2021-07-13,23:15:21.83,23.9460,121.6193,8.34,3.05,5,3.30,208,0.05,0.20,0.20,F,10,C
2021-07-13,23:15:41.19,23.9637,121.6093,5.15,2.97,24,1.30,164,0.33,0.30,0.30,F,44,C
2021-07-13,23:16:00.82,23.9027,121.5807,5.33,2.77,13,2.20,102,0.25,0.20,0.20,F,26,B
2021-07-13,23:16:18.23,23.9227,121.5765,9.43,2.19,5,3.30,107,0.17,0.50,0.40,F,9,B
2021-07-13,23:17:22.86,23.9850,121.5752,8.84,2.00,10,4.10,90,0.28,0.50,0.60,F,19,B
2021-07-13,23:18:00.98,23.9015,121.5813,5.48,2.13,7,2.10,107,0.22,0.30,0.30,F,13,B
2021-07-13,23:20:27.80,23.9300,121.5628,10.65,2.13,19,4.90,80,0.36,0.80,0.80,F,29,A
2021-07-13,23:20:49.25,23.9257,121.5602,8.24,2.05,36,4.90,75,0.34,0.50,0.40,F,59,A
2021-07-13,23:21:20.63,23.9322,121.5713,10.32,2.81,19,4.50,98,0.29,0.40,0.30,F,27,B
2021-07-13,23:21:24.97,23.9508,121.6070,7.11,3.90,99,2.80,40,0.32,0.10,0.10,F,222,B
2021-07-13,23:22:30.87,23.9350,121.5813,8.16,3.57,99,4.10,59,0.34,0.10,0.10,F,196,B
2021-07-13,23:22:44.24,23.9280,121.5672,8.60,3.08,16,4.50,88,0.25,0.30,0.30,F,27,B
2021-07-13,23:23:46.88,23.9803,121.5990,9.37,2.16,19,1.60,91,0.26,0.60,0.70,F,34,B
2021-07-13,23:24:00.61,23.9223,121.5707,9.46,1.50,8,3.80,86,0.24,1.10,1.10,F,13,A
2021-07-13,23:24:06.96,23.9632,121.5782,8.27,2.02,22,3.80,91,0.27,0.20,0.20,F,36,B
2021-07-13,23:24:26.59,23.9655,121.5818,7.91,3.77,99,3.40,71,0.34,0.10,0.10,F,211,B
2021-07-13,23:24:35.17,23.9880,121.5610,7.02,2.89,8,5.50,91,0.21,0.80,1.00,F,10,B
2021-07-13,23:25:03.93,23.9277,121.5797,8.84,3.12,52,3.50,109,0.36,0.30,0.30,F,82,C
2021-07-13,23:25:23.48,23.9462,121.5655,9.80,2.77,27,5.80,84,0.35,0.60,0.60,F,45,A
2021-07-13,23:25:47.35,23.9397,121.5685,7.63,2.60,25,5.30,92,0.30,0.30,0.40,F,41,C
2021-07-13,23:25:59.51,23.9340,121.5747,8.12,3.14,99,4.40,77,0.33,0.20,0.20,F,144,B
2021-07-13,23:26:19.88,23.9132,121.5460,7.58,2.24,10,5.80,72,0.21,0.70,0.90,F,13,A
2021-07-13,23:26:23.59,23.9688,121.5797,2.03,2.22,13,7.60,150,0.26,0.60,0.90,F,17,C
2021-07-13,23:26:38.81,23.9423,121.5588,10.63,2.44,33,6.10,77,0.36,0.60,0.60,F,51,A
2021-07-13,23:29:21.30,23.9480,121.6083,10.67,2.36,42,3.00,119,0.41,0.60,0.40,F,80,B
2021-07-13,23:36:58.76,23.9282,121.5722,8.52,2.17,11,4.10,100,0.25,0.40,0.40,F,21,B
2021-07-13,23:37:34.40,23.9347,121.5785,8.72,3.45,94,4.20,47,0.31,0.10,0.10,F,173,B
2021-07-13,23:38:26.70,23.9538,121.5827,8.74,2.15,18,3.90,110,0.25,0.30,0.30,F,36,B
2021-07-13,23:38:44.26,23.9567,121.6008,8.74,1.59,8,2.40,150,0.14,0.30,0.40,F,13,B
2021-07-13,23:42:36.87,23.9425,121.5772,12.74,2.02,24,5.00,103,0.32,0.50,0.40,F,48,B
2021-07-13,23:42:56.92,23.9297,121.5772,7.62,2.93,42,3.80,105,0.34,0.20,0.20,F,82,C
2021-07-13,23:43:30.58,23.9222,121.5765,12.77,2.56,26,3.30,95,0.30,0.50,0.30,F,52,B
2021-07-13,23:43:45.15,23.9235,121.5842,10.86,2.49,17,2.90,120,0.36,0.50,0.50,F,32,C
2021-07-13,23:45:08.30,23.8827,121.6017,5.55,1.69,6,2.30,200,0.18,0.40,0.30,F,12,C
2021-07-13,23:45:27.20,23.9342,121.6320,5.37,5.12,99,4.60,46,0.35,0.10,0.10,F,269,B
2021-07-13,23:49:45.15,23.9343,121.6115,9.41,2.40,24,3.50,127,0.30,0.60,0.50,F,47,B
2021-07-13,23:52:53.37,23.9070,121.5747,6.29,2.23,37,2.80,99,0.33,0.20,0.20,F,71,C
2021-07-13,23:56:42.21,23.9582,121.6050,8.17,2.44,32,2.10,117,0.32,0.30,0.20,F,63,C
2021-07-13,23:56:55.68,23.9657,121.5888,12.13,2.01,10,2.70,101,0.28,0.80,1.00,F,20,B
2021-07-13,23:57:09.15,23.9647,121.5873,9.27,2.06,18,2.90,100,0.31,0.60,0.80,F,36,B
2021-07-13,23:57:50.20,23.9335,121.6290,13.11,2.45,16,4.30,131,0.28,0.70,0.80,F,31,B
2021-07-13,23:58:48.31,23.9432,121.5330,15.09,1.83,10,4.80,88,0.26,0.90,1.00,F,18,A
2021-07-14,00:11:27.70,23.9698,121.5813,7.63,2.89,61,3.30,71,0.40,0.20,0.20,F,103,B
2021-07-14,00:11:57.65,23.9503,121.6085,5.77,4.23,99,2.80,51,0.43,0.10,0.10,F,197,B
2021-07-14,00:13:05.56,23.9132,121.5922,8.30,2.33,15,1.50,121,0.23,0.30,0.30,F,23,B
2021-07-14,00:16:17.03,23.9227,121.5888,9.03,1.72,11,2.50,129,0.23,0.40,0.30,F,20,B
2021-07-14,00:16:29.68,23.9717,121.5765,10.19,2.14,17,3.80,80,0.30,0.40,0.40,F,28,B
2021-07-14,00:16:56.07,23.9342,121.6318,6.86,3.31,84,4.50,87,0.38,0.20,0.20,F,114,B
2021-07-14,00:18:08.56,23.9230,121.5763,7.12,2.24,32,3.40,96,0.34,0.20,0.30,F,55,C
2021-07-14,00:18:45.54,23.9327,121.5618,9.50,1.92,16,5.20,83,0.28,0.40,0.50,F,24,B
2021-07-14,00:26:54.45,23.9263,121.5843,9.11,2.35,47,3.10,64,0.39,0.20,0.20,F,89,B
2021-07-14,00:37:08.59,23.9258,121.5748,7.44,2.46,57,3.70,63,0.39,0.20,0.20,F,107,B
