date,time,lat,lon,depth,ML,nstn,dmin,gap,trms,ERH,ERZ,fixed,nph,quality
2021-06-01,17:43:26.77,23.8357,121.4123,18.54,1.78,26,4.00,58,0.50,0.80,1.20,F,50,A
2021-06-01,19:30:29.18,23.7447,121.4545,3.73,1.40,12,7.60,97,0.24,0.30,0.40,F,23,B
2021-06-01,19:54:22.79,23.8765,121.4297,17.83,1.08,7,7.30,201,0.15,0.40,0.30,F,13,C
2021-06-01,23:08:25.08,23.8250,121.7090,47.75,1.91,27,14.00,121,0.46,1.30,1.70,F,44,B
2021-06-02,00:53:17.58,23.7873,121.6063,34.64,1.89,31,4.40,149,0.28,0.70,0.50,F,60,C
2021-06-02,01:57:49.03,23.9490,121.4688,18.16,2.05,30,3.10,41,0.28,0.20,0.30,F,57,B
2021-06-02,06:48:23.77,23.8115,121.4675,14.63,1.29,10,2.70,113,0.40,1.50,1.70,F,17,B
2021-06-02,10:19:45.47,23.9172,121.4615,17.23,2.04,32,6.20,48,0.27,0.20,0.30,F,59,B
2021-06-02,11:11:50.05,23.5322,121.5170,28.20,2.75,81,17.70,45,0.35,0.20,0.20,F,143,B
2021-06-02,11:31:57.29,23.7762,121.4237,19.27,1.14,12,4.30,148,0.26,0.50,0.40,F,23,C
2021-06-02,12:16:39.49,23.4785,121.4778,32.06,1.92,35,13.70,98,0.32,0.60,0.40,F,68,B
2021-06-03,04:37:02.34,23.9120,121.4513,19.22,2.80,72,7.30,29,0.33,0.20,0.30,F,142,B
2021-06-03,05:22:03.25,24.2713,121.6727,5.77,1.65,16,7.10,151,0.38,0.80,1.10,F,28,C
2021-06-03,11:21:42.62,23.6115,121.2640,11.02,1.28,11,13.60,156,0.27,0.40,0.50,F,22,C
2021-06-03,18:11:02.29,23.8870,121.4707,15.25,1.30,24,8.80,58,0.29,0.30,0.40,F,48,B
2021-06-03,19:05:26.11,23.7887,121.5358,8.30,1.17,9,2.70,82,0.21,0.30,0.30,F,14,B
2021-06-03,21:57:52.59,23.8633,121.6925,46.16,1.80,28,10.30,127,0.39,1.50,1.10,F,44,B
2021-06-04,15:07:59.60,23.7762,121.6970,40.70,2.32,49,13.70,130,0.31,0.30,0.20,F,85,C
2021-06-05,10:08:07.66,23.7628,121.5175,7.99,2.28,37,5.30,99,0.34,0.20,0.20,F,68,C
2021-06-05,11:45:17.71,23.8118,121.6242,6.41,2.25,49,6.80,65,0.37,0.30,0.30,F,90,C
2021-06-05,14:03:43.86,23.6483,121.5405,36.96,2.23,34,6.60,180,0.37,1.10,0.90,F,53,C
2021-06-05,14:43:40.84,24.0968,121.7078,7.75,2.55,71,10.60,55,0.34,0.20,0.20,F,137,C
2021-06-05,15:21:51.02,23.8373,121.4218,16.92,2.14,33,3.50,48,0.32,0.30,0.40,F,66,B
2021-06-05,17:41:48.49,24.1722,121.5215,32.59,2.61,60,5.60,23,0.28,0.20,0.30,F,106,B
2021-06-05,22:57:34.36,23.8818,121.4570,18.60,2.40,47,7.90,52,0.29,0.20,0.30,F,89,B
2021-06-05,23:19:40.61,23.4820,121.6080,33.31,2.40,39,24.30,204,0.37,0.40,0.60,F,66,D
2021-06-05,23:29:42.52,23.6913,121.5077,20.03,2.07,31,4.40,128,0.31,0.30,0.30,F,58,C
2021-06-06,01:34:46.04,23.5158,121.6860,32.13,2.68,58,25.50,87,0.34,0.30,0.30,F,113,B
2021-06-06,11:22:44.51,23.8733,121.5150,9.34,1.18,11,9.50,116,0.21,0.30,0.30,F,19,B
2021-06-06,20:02:44.72,23.8652,121.6133,24.88,1.87,28,4.40,119,0.23,0.30,0.30,F,50,B
2021-06-06,23:06:44.86,23.7028,121.5692,27.07,3.36,99,2.30,37,0.31,0.20,0.10,F,197,B
2021-06-07,01:19:25.64,23.9928,121.7147,39.45,2.09,32,14.90,114,0.38,0.90,1.00,F,60,B
2021-06-07,05:25:21.14,23.8302,121.4305,17.51,2.26,38,2.30,49,0.22,0.20,0.20,F,70,B
2021-06-07,16:47:33.37,23.9512,121.4825,18.88,3.36,99,1.90,28,0.30,0.10,0.20,F,222,B
2021-06-07,23:31:02.66,23.9260,121.4357,19.33,3.03,99,7.30,22,0.45,0.40,0.60,F,158,A
2021-06-09,14:09:48.05,23.9240,121.4867,15.74,3.26,99,4.60,28,0.30,0.10,0.20,F,218,B
2021-06-09,22:42:31.51,23.9078,121.5383,11.97,4.45,99,6.50,36,0.32,0.10,0.10,F,230,B
2021-06-10,02:06:22.77,23.9900,121.5813,6.56,2.51,66,3.70,91,0.35,0.40,0.40,F,95,B
2021-06-11,05:12:48.90,23.9028,121.5247,11.32,5.12,99,7.70,24,0.28,0.10,0.10,F,281,B
2021-06-11,05:14:22.15,23.8897,121.5240,9.90,4.50,99,8.10,89,0.35,0.10,0.10,F,208,B
2021-06-11,06:38:10.03,23.9053,121.5467,8.51,2.56,55,5.60,93,0.25,0.10,0.10,F,85,B
2021-06-11,07:21:47.99,24.2702,121.6655,7.10,1.79,34,7.50,115,0.26,0.50,0.50,F,55,B
2021-06-11,07:24:52.66,23.8953,121.5232,10.27,3.34,99,8.10,37,0.31,0.10,0.10,F,180,B
2021-06-11,07:33:26.31,23.8903,121.5300,10.62,5.46,99,7.50,23,0.28,0.10,0.10,F,266,B
2021-06-11,07:34:10.35,23.8840,121.4910,8.43,4.10,12,9.00,66,0.31,0.60,0.60,F,21,B
2021-06-11,07:36:23.38,23.8892,121.4935,9.37,2.49,12,8.50,66,0.27,0.60,1.00,F,23,A
2021-06-11,07:36:28.94,23.8875,121.4873,8.70,2.28,6,8.70,80,0.19,0.50,0.70,F,11,A
2021-06-11,07:36:43.99,23.8905,121.5220,10.78,4.94,99,8.30,50,0.33,0.10,0.10,F,294,B
2021-06-11,07:43:00.47,23.8845,121.5197,9.84,2.53,48,8.60,88,0.31,0.30,0.30,F,80,B
2021-06-11,07:47:37.88,23.8842,121.5168,10.84,2.13,40,8.90,87,0.30,0.20,0.20,F,69,B
2021-06-11,07:48:40.55,23.8835,121.4885,10.58,1.28,11,9.10,76,0.33,0.80,1.10,F,20,A
2021-06-11,08:05:16.66,23.8720,121.5132,9.82,1.51,17,9.70,82,0.26,0.50,0.80,F,30,A
2021-06-11,08:14:57.52,23.8995,121.5083,12.23,2.08,29,7.50,68,0.42,0.80,0.80,F,54,A
2021-06-11,08:16:55.71,23.8920,121.4958,10.65,1.80,29,8.10,66,0.36,0.60,0.70,F,50,A
2021-06-11,08:26:34.57,23.9013,121.5017,10.56,1.71,23,7.20,65,0.34,0.60,0.70,F,39,A
2021-06-11,08:27:13.25,23.8993,121.5027,13.53,1.34,11,7.40,66,0.38,0.90,1.20,F,22,A
2021-06-11,08:28:47.03,23.8945,121.5400,8.36,1.46,26,6.40,94,0.28,0.20,0.20,F,39,B
2021-06-11,08:29:34.44,23.8860,121.4877,9.03,1.21,11,8.80,64,0.28,0.60,1.10,F,21,A
2021-06-11,08:30:21.29,23.8613,121.5497,9.81,1.94,32,7.10,130,0.28,0.20,0.20,F,55,B
2021-06-11,08:38:06.57,23.8903,121.5192,10.31,2.38,51,8.60,84,0.26,0.20,0.20,F,84,B
2021-06-11,08:40:03.23,23.8580,121.5523,9.46,2.65,60,7.10,134,0.30,0.10,0.20,F,103,B
2021-06-11,08:46:46.09,23.9012,121.5065,14.78,1.46,13,7.30,128,0.42,1.10,1.30,F,24,B
2021-06-11,08:49:33.57,23.8817,121.5132,10.49,2.11,37,9.40,85,0.29,0.20,0.20,F,63,B
2021-06-11,08:50:19.56,23.8865,121.4950,11.57,1.43,15,8.70,67,0.41,1.00,0.90,F,29,A
2021-06-11,08:53:47.51,23.8652,121.5618,10.94,4.34,99,5.90,37,0.36,0.10,0.10,F,253,B
2021-06-11,08:54:04.79,23.8610,121.5483,10.46,3.62,11,7.20,129,0.20,0.20,0.30,F,20,B
2021-06-11,08:54:19.40,23.8695,121.5228,9.82,3.13,7,8.90,91,0.18,0.50,1.10,F,14,B
2021-06-11,08:54:54.94,23.8645,121.5222,7.76,2.20,11,9.20,92,0.28,0.70,0.70,F,21,B
2021-06-11,08:55:20.01,23.8690,121.5613,10.65,4.20,99,5.60,93,0.36,0.10,0.10,F,196,C
2021-06-11,08:55:49.67,23.8627,121.5280,9.91,2.91,9,8.80,98,0.25,0.70,1.30,F,15,B
2021-06-11,08:56:36.90,23.8623,121.5240,8.77,1.70,10,9.20,94,0.27,0.70,0.70,F,18,B
2021-06-11,08:57:19.85,23.8647,121.5313,9.32,2.11,17,8.40,100,0.29,0.70,1.20,F,23,B
2021-06-11,08:57:38.39,23.8695,121.5625,10.38,3.01,76,5.50,140,0.32,0.20,0.20,F,129,C
2021-06-11,08:58:44.52,23.8680,121.5217,10.87,1.70,22,9.10,90,0.32,0.50,0.60,F,40,A
2021-06-11,08:59:27.06,23.8557,121.5528,10.37,2.27,5,7.30,138,0.09,0.30,0.40,F,10,B
2021-06-11,09:01:32.21,23.8597,121.5662,10.32,3.41,99,6.10,95,0.37,0.10,0.10,F,189,C
2021-06-11,09:02:05.56,23.8605,121.5513,10.16,2.43,12,7.00,133,0.24,0.30,0.30,F,22,B
2021-06-11,09:03:32.41,23.8592,121.5557,9.81,2.01,20,6.80,139,0.29,0.20,0.20,F,39,C
2021-06-11,09:10:09.67,23.8670,121.5507,9.94,1.64,18,6.60,128,0.28,0.20,0.30,F,35,B
2021-06-11,09:17:16.50,23.8770,121.5323,12.84,1.93,28,7.70,95,0.38,0.60,0.50,F,49,B
2021-06-11,09:19:04.07,23.8678,121.5355,9.79,2.06,38,7.80,103,0.34,0.50,0.60,F,62,B
2021-06-11,09:23:40.80,23.8757,121.5225,10.14,1.45,8,8.70,88,0.29,0.90,1.50,F,13,A
2021-06-11,09:23:46.62,23.8733,121.5337,7.93,2.09,37,7.70,105,0.32,0.20,0.20,F,58,C
2021-06-11,09:24:57.84,23.8572,121.5543,9.62,2.53,58,7.10,89,0.31,0.10,0.10,F,104,B
2021-06-11,09:26:11.25,23.8780,121.5237,21.73,1.43,9,8.50,88,0.36,1.70,1.40,F,17,A
2021-06-11,09:26:13.64,23.8612,121.5218,8.96,1.09,12,9.20,92,0.33,0.90,0.90,F,18,B
2021-06-11,09:28:35.33,23.8683,121.5410,11.69,1.04,16,7.30,108,0.26,0.70,0.60,F,23,B
2021-06-11,09:28:47.01,23.8733,121.5365,8.61,1.80,28,7.50,101,0.31,0.50,0.40,F,49,B
2021-06-11,09:29:13.16,23.8808,121.5350,11.01,1.94,25,7.30,95,0.25,0.50,0.50,F,41,B
2021-06-11,09:35:12.69,23.8670,121.5280,8.66,2.00,50,8.60,70,0.33,0.40,0.40,F,82,A
2021-06-11,09:35:31.50,23.8930,121.4948,12.69,1.65,25,8.00,65,0.35,0.60,0.60,F,42,A
2021-06-11,09:35:46.67,23.8840,121.4855,10.35,1.07,9,9.10,77,0.25,0.60,1.00,F,18,A
2021-06-11,09:39:23.05,23.8107,121.5665,39.23,2.57,84,2.60,91,0.30,0.20,0.20,F,141,C
2021-06-11,09:39:53.85,23.8682,121.5278,12.60,1.51,22,8.50,95,0.31,0.60,0.50,F,36,B
2021-06-11,09:41:05.74,23.8748,121.5175,11.76,1.11,5,9.20,117,0.27,1.10,1.60,F,9,D
2021-06-11,09:45:49.37,23.8705,121.5257,11.48,2.58,75,8.60,69,0.35,0.40,0.40,F,124,A
2021-06-11,09:46:12.35,23.8630,121.5627,9.56,1.92,20,6.00,146,0.31,0.30,0.30,F,38,C
2021-06-11,09:50:14.61,23.8668,121.5295,10.59,1.23,13,8.40,97,0.24,0.60,0.70,F,20,B
2021-06-11,09:53:22.24,23.8723,121.5282,9.95,1.45,13,8.30,94,0.29,0.60,0.90,F,25,B
2021-06-11,09:54:38.43,23.8680,121.5218,9.60,1.29,10,9.10,90,0.21,0.50,1.10,F,20,A
2021-06-11,09:55:38.13,23.8695,121.5337,13.21,1.93,37,7.90,91,0.36,0.50,0.30,F,62,B
2021-06-11,09:56:16.21,23.8868,121.4860,10.99,1.57,16,8.70,63,0.23,0.40,0.60,F,27,A
2021-06-11,09:58:37.77,23.8663,121.5228,10.30,1.68,22,9.10,92,0.37,0.70,0.80,F,43,B
2021-06-11,10:00:25.56,23.8668,121.5315,11.60,1.30,18,8.30,99,0.33,0.70,0.60,F,34,B
2021-06-11,19:59:15.12,23.8795,121.5525,6.82,3.01,99,5.70,65,0.31,0.10,0.10,F,189,B
2021-06-11,21:09:31.93,23.8907,121.4918,10.07,1.45,22,8.30,65,0.32,0.60,0.80,F,34,A
2021-06-11,21:20:10.88,23.8608,121.5187,9.66,1.25,17,9.30,90,0.29,0.60,0.70,F,30,A
2021-06-11,21:22:11.93,23.8715,121.5222,11.49,1.81,36,8.90,89,0.29,0.40,0.30,F,61,A
2021-06-11,21:46:49.60,23.7983,121.4528,8.45,1.18,6,1.90,133,0.22,1.20,0.90,F,10,B
2021-06-11,21:47:13.53,23.8608,121.5545,10.87,1.02,8,6.80,137,0.17,0.30,0.30,F,15,C
2021-06-11,22:13:06.42,23.8322,121.4225,16.98,2.07,43,3.00,42,0.43,0.60,0.60,F,79,A
2021-06-11,22:27:24.92,23.8763,121.5278,10.25,1.34,23,8.10,92,0.34,0.60,0.80,F,39,B
2021-06-11,22:56:30.89,23.8865,121.5428,10.16,2.17,37,6.30,97,0.41,0.60,0.80,F,67,B
2021-06-11,22:57:11.82,23.8737,121.5213,10.95,1.09,9,8.90,88,0.25,0.70,0.70,F,18,A
2021-06-11,23:03:32.27,23.8823,121.5208,9.14,1.75,13,8.60,83,0.28,0.60,1.20,F,23,A
2021-06-11,23:16:34.48,23.8853,121.5142,10.31,2.84,78,9.10,69,0.28,0.10,0.20,F,123,B
2021-06-11,23:42:58.58,23.7163,121.4840,3.93,1.11,13,6.50,95,0.19,0.40,1.10,F,18,B
2021-06-11,23:44:01.77,23.8733,121.5578,10.21,2.84,60,5.60,133,0.31,0.20,0.20,F,96,C
2021-06-11,23:44:52.70,23.7072,121.4987,7.34,1.25,5,5.00,162,0.19,0.50,1.00,F,10,C
2021-06-13,02:39:11.07,23.8607,121.6335,41.06,4.30,99,5.70,34,0.32,0.20,0.20,F,249,B
2021-06-13,15:15:13.21,23.8933,121.5690,7.76,3.42,97,3.50,68,0.37,0.10,0.10,F,163,B
2021-06-13,15:15:26.35,23.9017,121.5638,7.80,3.26,8,3.90,100,0.26,0.60,0.60,F,14,B
2021-06-13,15:15:38.33,23.8948,121.5597,6.45,2.72,8,4.40,114,0.25,0.40,0.50,F,15,B
2021-06-13,15:16:02.19,23.8940,121.5665,7.85,2.50,12,3.80,115,0.27,0.40,0.40,F,22,B
2021-06-14,00:17:36.80,23.8642,121.5575,9.36,2.06,42,6.30,138,0.24,0.20,0.20,F,69,C
2021-06-14,00:27:21.14,23.8603,121.5307,9.23,1.59,25,8.70,101,0.35,0.60,0.90,F,46,B
2021-06-14,00:46:34.00,23.8752,121.6027,37.09,2.15,35,3.20,82,0.39,0.90,1.00,F,57,A
2021-06-14,03:00:44.28,23.8642,121.5245,9.68,1.74,24,9.00,94,0.33,0.60,0.80,F,38,B
2021-06-14,03:31:47.73,24.1498,121.6238,5.04,1.93,16,0.90,168,0.29,0.70,0.50,F,25,C
2021-06-14,03:32:19.96,23.9008,121.5453,10.72,2.31,39,5.80,85,0.39,0.50,0.50,F,65,A
2021-06-14,04:53:04.27,23.8957,121.6432,44.69,2.20,56,4.30,94,0.30,0.40,0.40,F,92,C
2021-06-14,15:44:52.63,23.8935,121.5193,11.80,4.09,99,8.40,22,0.35,0.10,0.10,F,261,B
2021-06-18,02:13:34.36,23.8983,121.5760,8.32,3.34,90,2.70,72,0.34,0.20,0.20,F,145,B
2021-06-20,14:50:13.51,23.7933,121.4727,10.77,5.03,99,3.80,25,0.30,0.10,0.10,F,322,B
2021-06-23,05:12:44.38,23.8953,121.4538,18.02,3.18,99,8.70,29,0.29,0.10,0.20,F,177,B
2021-06-23,05:33:20.06,23.8573,121.4423,17.79,1.62,20,5.00,83,0.29,0.50,0.40,F,37,B
2021-06-23,05:40:24.72,24.0657,121.4993,23.63,4.88,99,10.90,28,0.32,0.10,0.10,F,312,B
2021-06-23,06:05:43.30,24.0630,121.5067,23.88,2.18,24,10.20,86,0.43,0.80,0.70,F,46,A
2021-06-23,07:01:48.44,24.2067,121.6477,13.70,3.19,99,5.90,49,0.26,0.10,0.10,F,186,B
2021-06-23,07:03:11.69,23.8860,121.4477,14.96,1.02,10,8.20,105,0.44,1.70,2.00,F,16,B
2021-06-23,07:28:22.94,23.8032,121.4465,11.11,1.36,19,1.10,89,0.28,0.60,0.50,F,33,A
2021-06-23,08:22:41.19,23.8073,121.4557,11.32,1.63,21,1.50,79,0.43,0.80,0.60,F,39,A
2021-06-23,17:37:02.49,24.0712,121.5103,25.89,2.06,36,9.70,52,0.47,0.80,0.80,F,61,A
2021-06-23,18:33:10.60,23.5897,121.5190,32.42,2.11,30,12.80,179,0.34,0.90,0.70,F,52,C
2021-06-23,19:50:49.31,23.8937,121.5625,6.30,2.76,96,4.20,52,0.34,0.20,0.20,F,139,B
2021-06-23,20:57:29.34,23.9035,121.4545,13.70,1.38,25,7.90,52,0.40,0.80,0.90,F,40,A
2021-06-23,23:09:42.23,23.8463,121.5617,2.59,2.31,37,6.50,145,0.31,0.20,0.30,F,60,C
2021-06-24,01:45:26.63,23.8812,121.4382,17.85,2.49,52,7.70,40,0.45,0.60,0.80,F,88,A
2021-06-24,03:04:37.48,23.7852,121.4652,11.45,3.38,84,3.80,50,0.28,0.10,0.10,F,144,B
2021-06-24,04:19:22.69,23.9143,121.6518,40.93,2.53,51,5.20,63,0.25,0.30,0.30,F,80,B
2021-06-28,09:08:18.24,23.8743,121.4535,18.45,4.75,99,7.00,26,0.31,0.10,0.10,F,264,B
2021-06-28,09:09:36.67,23.7147,121.3852,12.99,2.85,23,0.30,91,0.33,0.30,0.30,F,41,C
2021-06-30,16:51:11.34,23.9103,121.4703,19.03,3.74,99,6.50,26,0.32,0.10,0.10,F,225,B
2021-07-01,11:07:55.13,23.8905,121.5713,7.54,2.98,62,3.40,118,0.39,0.20,0.20,F,107,C
2021-07-01,12:06:44.19,23.7583,121.5608,6.50,2.92,87,3.20,87,0.34,0.10,0.10,F,156,B
2021-07-01,19:49:08.20,23.9298,121.6777,17.31,2.12,59,8.20,95,0.39,0.30,0.20,F,118,C
2021-07-01,20:21:10.61,23.8452,121.4410,18.09,2.52,87,3.70,54,0.25,0.10,0.20,F,165,B
2021-07-02,00:25:43.94,23.9742,121.5992,6.19,2.30,43,1.50,92,0.41,0.30,0.40,F,73,C
2021-07-02,05:25:57.02,23.7275,121.4777,7.36,2.68,71,7.40,70,0.31,0.10,0.10,F,128,C
2021-07-02,06:29:43.44,23.6223,121.4927,33.68,3.04,99,8.40,31,0.36,0.20,0.20,F,222,B
2021-07-02,11:04:06.39,23.9162,121.4638,17.99,2.41,44,6.20,48,0.28,0.20,0.20,F,76,B
2021-07-03,02:45:34.31,23.8135,121.4790,8.75,2.35,36,3.80,81,0.32,0.20,0.30,F,72,B
2021-07-03,07:31:49.81,24.0997,121.6765,10.14,2.46,44,7.60,131,0.38,0.40,0.20,F,81,C
2021-07-03,07:34:14.97,24.1002,121.6730,9.37,2.83,65,7.20,161,0.35,0.30,0.10,F,112,C
2021-07-03,11:50:28.96,24.0868,121.6842,8.83,3.96,99,8.10,42,0.37,0.20,0.10,F,220,B
2021-07-03,13:48:45.49,24.0970,121.6937,8.81,2.53,51,9.20,97,0.38,0.40,0.30,F,81,C
2021-07-03,13:49:12.74,24.1058,121.6753,11.10,2.25,23,7.70,191,0.36,0.60,0.40,F,37,D
2021-07-03,18:20:12.14,24.1290,121.7015,8.04,2.45,80,8.60,74,0.33,0.20,0.20,F,143,C
2021-07-03,20:18:20.75,24.1667,121.5900,22.82,1.86,37,0.90,65,0.32,0.30,0.30,F,72,B
2021-07-03,22:33:54.34,23.8363,121.4362,17.32,2.58,60,2.80,48,0.30,0.20,0.20,F,103,B
2021-07-03,22:48:41.03,23.8322,121.4333,17.12,1.21,14,2.40,89,0.33,0.60,0.50,F,21,B
2021-07-04,18:44:58.62,23.9138,121.4545,21.89,2.79,34,6.90,54,0.29,0.30,0.40,F,68,B
2021-07-04,20:26:21.09,24.2045,121.7248,16.67,2.19,32,11.50,127,0.31,0.40,0.30,F,63,C
2021-07-05,07:59:47.92,24.1233,121.6643,9.65,2.44,51,5.70,86,0.38,0.50,0.40,F,89,A
2021-07-05,14:41:59.71,23.9082,121.4602,21.38,3.72,99,7.20,24,0.30,0.10,0.10,F,235,B
2021-07-05,15:12:31.85,23.8833,121.4535,21.98,4.75,99,8.00,25,0.36,0.10,0.10,F,271,B
2021-07-05,16:28:17.89,23.4997,121.4878,25.49,2.22,41,6.60,181,0.40,1.10,1.00,F,68,D
2021-07-06,10:26:35.04,23.8773,121.5245,10.12,4.65,99,8.40,26,0.32,0.10,0.10,F,268,B
2021-07-06,10:39:12.37,23.8737,121.5247,10.10,2.15,46,8.50,98,0.35,0.20,0.30,F,92,C
2021-07-06,11:05:26.20,23.8660,121.5152,9.04,1.30,10,9.60,90,0.23,0.30,0.40,F,15,B
2021-07-06,11:05:39.61,23.8895,121.5200,11.51,1.27,12,8.90,147,0.27,0.30,0.30,F,21,C
2021-07-06,11:35:08.33,24.0683,121.6600,28.35,3.29,79,5.80,158,0.30,0.20,0.10,F,136,C
2021-07-06,15:52:36.37,23.8487,121.5922,21.44,2.61,4,7.40,240,0.15,0.70,0.60,F,8,C
2021-07-06,16:27:54.08,24.0343,121.5073,19.05,2.60,82,7.80,38,0.32,0.20,0.20,F,164,B
2021-07-06,16:29:27.67,24.0323,121.5105,19.55,2.80,99,7.60,27,0.29,0.10,0.20,F,217,B
2021-07-06,19:21:45.55,23.8953,121.5738,6.86,4.33,99,3.00,35,0.40,0.10,0.10,F,235,B
2021-07-06,19:23:37.68,23.8827,121.5693,12.26,2.62,12,4.10,148,0.37,0.60,0.40,F,23,C
2021-07-06,19:27:21.66,23.8913,121.5680,7.25,2.94,94,3.70,119,0.39,0.10,0.10,F,161,C
2021-07-06,19:27:45.25,23.8942,121.5663,9.39,2.31,22,3.80,116,0.32,0.40,0.50,F,38,C
2021-07-06,20:19:29.90,23.9137,121.4587,19.44,2.41,57,6.70,52,0.28,0.20,0.20,F,104,B
2021-07-06,20:34:32.17,23.9028,121.5755,7.16,2.36,61,2.70,83,0.40,0.20,0.20,F,112,B
2021-07-06,20:53:55.32,23.9018,121.5707,6.09,2.25,44,3.20,105,0.36,0.20,0.20,F,83,C
2021-07-06,21:42:40.36,23.8965,121.5730,8.89,2.33,26,3.00,118,0.34,0.30,0.30,F,50,C
2021-07-06,22:54:24.16,23.5480,121.2763,14.24,1.18,12,7.20,79,0.32,0.70,0.50,F,23,B
2021-07-07,11:24:58.53,23.8928,121.5702,6.79,5.46,99,3.50,33,0.37,0.10,0.10,F,284,B
2021-07-07,11:30:15.73,23.9113,121.5598,10.74,2.97,15,4.40,82,0.33,0.50,0.40,F,30,B
2021-07-07,11:30:27.63,23.9152,121.5390,8.62,2.71,9,6.50,88,0.47,0.60,0.70,F,18,B
2021-07-07,11:30:57.66,23.9040,121.5622,9.08,2.38,9,4.00,96,0.35,0.70,0.70,F,18,C
2021-07-07,11:31:44.26,23.8920,121.6025,12.84,2.79,43,1.30,97,0.41,0.30,0.20,F,86,C
2021-07-07,11:32:17.33,23.9005,121.5547,13.27,2.82,27,4.80,90,0.32,0.50,0.30,F,54,A
2021-07-07,11:33:02.57,23.9155,121.5752,6.87,1.62,7,3.00,84,0.27,0.50,0.60,F,14,B
2021-07-07,11:33:16.09,23.9082,121.5733,6.69,2.60,62,3.00,88,0.38,0.20,0.20,F,124,B
2021-07-07,11:33:34.64,23.9185,121.5777,6.59,1.90,12,3.00,93,0.36,0.50,0.50,F,24,C
2021-07-07,11:35:08.49,23.8973,121.5727,9.09,1.56,9,3.10,116,0.26,0.50,0.50,F,18,B
2021-07-07,11:35:21.54,23.8980,121.5797,8.93,3.02,99,2.40,68,0.40,0.20,0.20,F,206,B
2021-07-07,11:36:16.28,23.9027,121.5732,5.03,1.51,9,2.90,98,0.28,0.30,0.30,F,18,B
2021-07-07,11:36:34.05,23.8992,121.5677,9.34,1.39,7,3.50,108,0.22,0.50,0.60,F,14,B
2021-07-07,11:36:51.02,23.9043,121.5735,5.18,2.07,6,2.90,95,0.25,0.40,0.50,F,12,B
2021-07-07,11:37:07.48,23.8978,121.5802,9.33,2.91,99,2.30,54,0.45,0.20,0.20,F,212,B
2021-07-07,11:37:30.48,23.8982,121.5643,13.31,1.57,6,3.90,109,0.24,0.60,0.70,F,12,B
2021-07-07,11:37:48.53,23.9020,121.5610,7.18,1.88,10,4.20,104,0.22,0.40,0.50,F,20,B
2021-07-07,11:38:02.76,23.8953,121.5638,10.51,1.81,8,4.00,112,0.16,0.30,0.30,F,16,B
2021-07-07,11:38:09.82,23.9167,121.5820,5.65,2.86,29,2.50,97,0.32,0.30,0.30,F,57,C
2021-07-07,11:38:17.27,23.9045,121.5770,12.40,3.08,12,2.60,102,0.36,0.60,0.70,F,24,C
2021-07-07,11:39:12.95,23.8983,121.5888,9.52,4.33,99,1.50,58,0.42,0.20,0.20,F,214,B
2021-07-07,11:41:46.44,23.9143,121.5857,8.49,2.78,40,2.00,106,0.31,0.20,0.20,F,65,C
2021-07-07,11:42:59.25,23.9095,121.5765,7.73,3.59,99,2.70,68,0.34,0.10,0.10,F,211,B
2021-07-07,11:44:17.96,23.8998,121.5748,7.95,2.11,30,2.80,111,0.31,0.40,0.40,F,53,C
2021-07-07,11:45:13.56,23.9050,121.5777,8.46,1.73,10,2.50,97,0.20,0.40,0.30,F,18,B
2021-07-07,11:45:46.03,23.8710,121.5193,8.66,1.43,10,10.30,146,0.22,0.30,0.30,F,20,C
2021-07-07,11:46:33.04,23.8997,121.5782,9.34,2.53,5,2.50,128,0.17,0.60,0.80,F,10,B
2021-07-07,11:46:41.67,23.8947,121.5635,8.12,2.52,5,4.00,115,0.17,0.40,0.70,F,10,B
2021-07-07,11:46:59.80,23.8990,121.5630,8.13,1.75,9,4.00,105,0.25,0.40,0.40,F,18,B
2021-07-07,11:47:05.72,23.9218,121.5362,3.77,1.58,7,6.50,97,0.18,0.20,0.20,F,14,B
2021-07-07,11:48:59.53,23.8972,121.5618,8.44,2.67,54,4.20,105,0.42,0.30,0.30,F,108,C
2021-07-07,11:49:17.28,23.8960,121.5632,9.34,2.84,49,4.00,110,0.43,0.20,0.30,F,98,C
2021-07-07,11:50:41.03,23.8992,121.5645,9.34,1.94,21,3.80,106,0.30,0.40,0.40,F,42,C
2021-07-07,11:55:00.60,23.9112,121.5793,5.75,2.57,51,2.40,82,0.36,0.20,0.20,F,79,B
2021-07-07,11:55:21.79,23.8952,121.5598,9.09,1.72,9,4.40,106,0.23,0.40,0.50,F,15,B
2021-07-07,11:55:57.59,23.8945,121.5763,7.99,1.26,9,2.80,123,0.31,0.60,0.80,F,16,C
2021-07-07,11:56:11.22,23.9122,121.5923,8.34,1.56,11,1.40,128,0.28,0.40,0.40,F,21,B
2021-07-07,11:56:58.09,23.8960,121.5843,7.73,1.70,14,2.00,128,0.25,0.40,0.50,F,21,B
2021-07-07,11:57:04.49,23.8947,121.5775,12.79,1.75,12,2.70,129,0.33,0.50,0.40,F,21,C
2021-07-07,11:57:17.51,23.9140,121.5847,7.13,2.07,23,2.10,99,0.35,0.30,0.40,F,39,C
2021-07-07,11:57:29.76,23.9085,121.5758,5.89,2.12,27,2.70,95,0.46,0.30,0.20,F,48,C
2021-07-07,12:17:08.32,23.9067,121.5680,8.26,1.80,29,3.50,93,0.42,0.40,0.40,F,47,C
